"","question_id","series_date","total_n","Somewhat.Approve","Strongly.Approve","Somewhat.Disapprove","Strongly.Disapprove","Don.t.Know...No.Opinion"
"621134","LEG4_John_Moolenaar","2020-06-02T00:00:00.000Z",11,18,20,12,14,36
"621135","LEG4_John_Moolenaar","2020-06-03T00:00:00.000Z",5,0,48,0,0,52
"621136","LEG4_John_Moolenaar","2020-06-04T00:00:00.000Z",9,14,0,23,37,27
"621137","LEG4_John_Moolenaar","2020-06-05T00:00:00.000Z",8,57,0,0,35,8
"621138","LEG4_John_Moolenaar","2020-06-06T00:00:00.000Z",11,6,7,6,0,81
"621139","LEG4_John_Moolenaar","2020-06-07T00:00:00.000Z",11,33,30,21,0,16
"621140","LEG4_John_Moolenaar","2020-06-08T00:00:00.000Z",16,23,12,12,12,41
"621141","LEG4_John_Moolenaar","2020-06-09T00:00:00.000Z",17,30,17,14,31,8
"621142","LEG4_John_Moolenaar","2020-06-10T00:00:00.000Z",10,7,0,0,17,76
"621143","LEG4_John_Moolenaar","2020-06-11T00:00:00.000Z",7,14,0,0,0,86
"621144","LEG4_John_Moolenaar","2020-06-12T00:00:00.000Z",21,5,13,17,4,62
"621145","LEG4_John_Moolenaar","2020-06-13T00:00:00.000Z",16,11,15,25,7,42
"621146","LEG4_John_Moolenaar","2020-06-14T00:00:00.000Z",18,6,19,13,6,56
"621147","LEG4_John_Moolenaar","2020-06-15T00:00:00.000Z",8,17,10,0,20,53
"621148","LEG4_John_Moolenaar","2020-06-16T00:00:00.000Z",6,26,24,13,0,36
"621149","LEG4_John_Moolenaar","2020-06-17T00:00:00.000Z",5,31,0,0,0,69
"621150","LEG4_John_Moolenaar","2020-06-18T00:00:00.000Z",11,40,6,0,30,24
"621151","LEG4_John_Moolenaar","2020-06-19T00:00:00.000Z",14,26,0,6,24,43
"621152","LEG4_John_Moolenaar","2020-06-20T00:00:00.000Z",12,4,10,6,8,72
"621153","LEG4_John_Moolenaar","2020-06-21T00:00:00.000Z",6,46,0,29,0,25
"621154","LEG4_John_Moolenaar","2020-06-22T00:00:00.000Z",16,14,14,30,16,27
"621155","LEG4_John_Moolenaar","2020-06-23T00:00:00.000Z",15,14,37,10,0,39
"621156","LEG4_John_Moolenaar","2020-06-24T00:00:00.000Z",11,30,29,0,15,26
"621157","LEG4_John_Moolenaar","2020-06-25T00:00:00.000Z",2,100,0,0,0,0
"621158","LEG4_John_Moolenaar","2020-06-26T00:00:00.000Z",8,17,0,16,0,68
"621159","LEG4_John_Moolenaar","2020-06-27T00:00:00.000Z",7,0,11,0,7,82
"621160","LEG4_John_Moolenaar","2020-06-28T00:00:00.000Z",14,31,19,9,12,29
"621161","LEG4_John_Moolenaar","2020-06-29T00:00:00.000Z",21,41,3,0,25,31
"621162","LEG4_John_Moolenaar","2020-06-30T00:00:00.000Z",16,31,11,4,21,32
"621163","LEG4_John_Moolenaar","2020-07-01T00:00:00.000Z",7,16,20,9,34,21
"621164","LEG4_John_Moolenaar","2020-07-02T00:00:00.000Z",11,24,16,26,0,35
"621165","LEG4_John_Moolenaar","2020-07-03T00:00:00.000Z",13,24,5,11,43,18
"621166","LEG4_John_Moolenaar","2020-07-04T00:00:00.000Z",10,14,7,7,8,64
"621167","LEG4_John_Moolenaar","2020-07-05T00:00:00.000Z",11,15,9,15,6,54
"621168","LEG4_John_Moolenaar","2020-07-06T00:00:00.000Z",10,48,7,12,6,28
"621169","LEG4_John_Moolenaar","2020-07-07T00:00:00.000Z",12,40,6,8,8,38
"621170","LEG4_John_Moolenaar","2020-07-08T00:00:00.000Z",9,24,9,5,0,62
"621171","LEG4_John_Moolenaar","2020-07-09T00:00:00.000Z",12,6,6,0,15,72
"621172","LEG4_John_Moolenaar","2020-07-10T00:00:00.000Z",9,5,36,10,0,48
"621173","LEG4_John_Moolenaar","2020-07-11T00:00:00.000Z",4,13,0,38,0,49
"621174","LEG4_John_Moolenaar","2020-07-12T00:00:00.000Z",7,39,14,0,0,47
"621175","LEG4_John_Moolenaar","2020-07-13T00:00:00.000Z",10,17,9,45,29,0
"621176","LEG4_John_Moolenaar","2020-07-14T00:00:00.000Z",10,38,31,0,0,31
"621177","LEG4_John_Moolenaar","2020-07-15T00:00:00.000Z",14,33,17,0,18,32
"621178","LEG4_John_Moolenaar","2020-07-16T00:00:00.000Z",12,11,13,11,10,55
"621179","LEG4_John_Moolenaar","2020-07-17T00:00:00.000Z",12,7,0,11,37,45
"621180","LEG4_John_Moolenaar","2020-07-18T00:00:00.000Z",16,3,22,15,48,12
"621181","LEG4_John_Moolenaar","2020-07-19T00:00:00.000Z",6,11,0,0,16,74
"621182","LEG4_John_Moolenaar","2020-07-20T00:00:00.000Z",15,8,22,22,5,44
